Imagem,Classe,Confianca,x1,y1,x2,y2,Recorte
PGB-1924-2-_jpg.rf.06fcd5484590291e71ee4d47e899e1de.jpg,placa,0.8491053581237793,155,339,460,481,PGB-1924-2-_jpg.rf.06fcd5484590291e71ee4d47e899e1de_placa_1.jpg
treino-155-_jpg.rf.bff6469ac3e1c3432705a8fc1a2005a8.jpg,placa,0.8688817024230957,237,442,400,521,treino-155-_jpg.rf.bff6469ac3e1c3432705a8fc1a2005a8_placa_1.jpg
135_jpg.rf.b2f1999538b5ead97917cad359bbbf07.jpg,placa,0.8717544674873352,374,359,428,389,135_jpg.rf.b2f1999538b5ead97917cad359bbbf07_placa_1.jpg
treino-49-_jpg.rf.8eadefe09850d538753347e5e60c9028.jpg,placa,0.8932860493659973,258,379,360,429,treino-49-_jpg.rf.8eadefe09850d538753347e5e60c9028_placa_1.jpg
CLJ-7888_JPG_jpg.rf.1698d27f9caa9faf4c79e5f9516ef624.jpg,placa,0.8172083497047424,198,243,529,571,CLJ-7888_JPG_jpg.rf.1698d27f9caa9faf4c79e5f9516ef624_placa_1.jpg
LAE-1017_jpg.rf.a7b05b52125ba006dd572d481a3ce5c4.jpg,placa,0.7437898516654968,155,366,336,528,LAE-1017_jpg.rf.a7b05b52125ba006dd572d481a3ce5c4_placa_1.jpg
AH32F37_motorcycle_20240726074901937_jpg.rf.e7790c6051ea9bbba6a27c03c38edd8b.jpg,placa,0.6170153617858887,29,171,76,197,AH32F37_motorcycle_20240726074901937_jpg.rf.e7790c6051ea9bbba6a27c03c38edd8b_placa_1.jpg
PFF-7622-2-_jpg.rf.9f33b6183affa21ce316983054b075b9.jpg,placa,0.8555358052253723,83,305,448,472,PFF-7622-2-_jpg.rf.9f33b6183affa21ce316983054b075b9_placa_1.jpg
LLT-8634_jpg.rf.92c5f45082289de2aeddf1a3c04481c8.jpg,placa,0.7517666816711426,196,281,314,392,LLT-8634_jpg.rf.92c5f45082289de2aeddf1a3c04481c8_placa_1.jpg
64_jpg.rf.b5f25ef25e8d1e81efb79f6d8940abf9.jpg,placa,0.859234631061554,404,281,468,319,64_jpg.rf.b5f25ef25e8d1e81efb79f6d8940abf9_placa_1.jpg
LQG-2266_jpg.rf.99ed2da9860ec2a6d2961220479de965.jpg,placa,0.7857401371002197,83,200,223,349,LQG-2266_jpg.rf.99ed2da9860ec2a6d2961220479de965_placa_1.jpg
HNK-7624_jpg.rf.d82001ce8f5ed18cfbdca8635e9d59ae.jpg,placa,0.8618612885475159,271,364,441,474,HNK-7624_jpg.rf.d82001ce8f5ed18cfbdca8635e9d59ae_placa_1.jpg
treino-138-_jpg.rf.bb11c413abfa4e6c9bf3359721a965db.jpg,placa,0.874523401260376,215,443,360,515,treino-138-_jpg.rf.bb11c413abfa4e6c9bf3359721a965db_placa_1.jpg
931_jpg.rf.c52c4f3a1ef2ef52cc7ee64f758ad824.jpg,placa,0.8788785934448242,366,221,403,251,931_jpg.rf.c52c4f3a1ef2ef52cc7ee64f758ad824_placa_1.jpg
OXI-8882-5-_jpg.rf.cfdb1410608f37ace11fd33981ddc39a.jpg,placa,0.8555127382278442,231,368,414,475,OXI-8882-5-_jpg.rf.cfdb1410608f37ace11fd33981ddc39a_placa_1.jpg
treino-127-_jpg.rf.1f52a0aeec2cfaa94080d8ce03a86418.jpg,placa,0.8762316703796387,244,567,429,640,treino-127-_jpg.rf.1f52a0aeec2cfaa94080d8ce03a86418_placa_1.jpg
591_jpg.rf.2095d255c2b62194ded259dbdc752512.jpg,placa,0.8740087747573853,387,273,455,315,591_jpg.rf.2095d255c2b62194ded259dbdc752512_placa_1.jpg
LNE-5119_jpg.rf.9ce9910637a61931c532002661506635.jpg,placa,0.8096115589141846,136,268,286,377,LNE-5119_jpg.rf.9ce9910637a61931c532002661506635_placa_1.jpg
202_jpg.rf.9de3d07817fb398b2e476c798968d081.jpg,placa,0.8765971660614014,351,259,420,301,202_jpg.rf.9de3d07817fb398b2e476c798968d081_placa_1.jpg
treino-191-_jpg.rf.7d754cacf93efdcb67334839d18e91bd.jpg,placa,0.89026939868927,240,468,424,549,treino-191-_jpg.rf.7d754cacf93efdcb67334839d18e91bd_placa_1.jpg
104_jpg.rf.f55b06699cd73e88fd8fcd03811304ef.jpg,placa,0.8570569753646851,480,299,513,319,104_jpg.rf.f55b06699cd73e88fd8fcd03811304ef_placa_1.jpg
KXK-5970_jpg.rf.89a8d678ae0cf7cbf12cd1283f04e7da.jpg,placa,0.8319568037986755,155,333,398,560,KXK-5970_jpg.rf.89a8d678ae0cf7cbf12cd1283f04e7da_placa_1.jpg
AFN8443_sedan_20240725164743980_jpg.rf.54224b68f82f92fd42266407a99eed37.jpg,placa,0.8116294145584106,55,88,100,107,AFN8443_sedan_20240725164743980_jpg.rf.54224b68f82f92fd42266407a99eed37_placa_1.jpg
PXJ-8271--4-_jpg.rf.c1fb820f0218bfdf4b9c67803aefd5d9.jpg,placa,0.7976015210151672,138,237,297,304,PXJ-8271--4-_jpg.rf.c1fb820f0218bfdf4b9c67803aefd5d9_placa_1.jpg
OXI-8882-3-_jpg.rf.304c909b815506cf8d64df83b92e41b3.jpg,placa,0.870076596736908,208,292,391,379,OXI-8882-3-_jpg.rf.304c909b815506cf8d64df83b92e41b3_placa_1.jpg
960_jpg.rf.e0f93bd0eadf2c2e585927c2d3d9bb89.jpg,placa,0.8811463117599487,348,218,383,246,960_jpg.rf.e0f93bd0eadf2c2e585927c2d3d9bb89_placa_1.jpg
765_jpg.rf.38242c93b9fee0a2676cf3e9d213e7ef.jpg,placa,0.9357805252075195,268,365,342,430,765_jpg.rf.38242c93b9fee0a2676cf3e9d213e7ef_placa_1.jpg
200_jpg.rf.e03edcd046eb670200c8866d6c0b28c8.jpg,placa,0.8799113035202026,352,365,421,407,200_jpg.rf.e03edcd046eb670200c8866d6c0b28c8_placa_1.jpg
treino-287-_jpg.rf.085049e7e8088a0a14a3861ca7535366.jpg,placa,0.9043238162994385,267,390,394,447,treino-287-_jpg.rf.085049e7e8088a0a14a3861ca7535366_placa_1.jpg
284_jpg.rf.ea8f4a17f03521787c562c02aecf5bb3.jpg,placa,0.8837395906448364,196,307,241,340,284_jpg.rf.ea8f4a17f03521787c562c02aecf5bb3_placa_1.jpg
LSJ-7104_jpg.rf.cdfd7df0740496e520dd1ddab834b7b7.jpg,placa,0.8457282185554504,229,277,414,410,LSJ-7104_jpg.rf.cdfd7df0740496e520dd1ddab834b7b7_placa_1.jpg
OXI-8882-8-_jpg.rf.32395b1a3a4bf62acfce358c5d86e99c.jpg,placa,0.8657848834991455,237,334,450,421,OXI-8882-8-_jpg.rf.32395b1a3a4bf62acfce358c5d86e99c_placa_1.jpg
LRK-7301-3-_jpg.rf.79f4b95e41858ea549d31889e241c206.jpg,placa,0.8341205716133118,222,444,463,619,LRK-7301-3-_jpg.rf.79f4b95e41858ea549d31889e241c206_placa_1.jpg
treino-6-_jpg.rf.8fc5727ca05cc99b21029227013160f4.jpg,placa,0.8613637685775757,231,301,411,384,treino-6-_jpg.rf.8fc5727ca05cc99b21029227013160f4_placa_1.jpg
PGR-8325-2-_jpg.rf.bae131caee192dfe0ee45a1e6bc7ced2.jpg,placa,0.8285365104675293,164,350,499,517,PGR-8325-2-_jpg.rf.bae131caee192dfe0ee45a1e6bc7ced2_placa_1.jpg
KRY-2202-2-_jpg.rf.c83039bf0b2cb10e59cea7a456b8b244.jpg,placa,0.8336566090583801,145,442,522,600,KRY-2202-2-_jpg.rf.c83039bf0b2cb10e59cea7a456b8b244_placa_1.jpg
LVD-4828_jpg.rf.9d2c5c60c46401de727af493459aa2a1.jpg,placa,0.7593967914581299,109,111,212,228,LVD-4828_jpg.rf.9d2c5c60c46401de727af493459aa2a1_placa_1.jpg
492_jpg.rf.c7b51aeb25e8c73c399cd72fae329191.jpg,placa,0.8699007034301758,343,314,402,345,492_jpg.rf.c7b51aeb25e8c73c399cd72fae329191_placa_1.jpg
174_jpg.rf.830d6007298a3ac923ccaf6df4d2610e.jpg,placa,0.8880523443222046,444,293,490,322,174_jpg.rf.830d6007298a3ac923ccaf6df4d2610e_placa_1.jpg
treino-94-_jpg.rf.6a366a8e94cb8d305eab124fadbd2084.jpg,placa,0.8879587650299072,252,439,371,493,treino-94-_jpg.rf.6a366a8e94cb8d305eab124fadbd2084_placa_1.jpg
AXR0525_sedan_20240727064135228_jpg.rf.1775b5083922ee08ad862d9c870a614a.jpg,placa,0.8427873253822327,51,100,91,116,AXR0525_sedan_20240727064135228_jpg.rf.1775b5083922ee08ad862d9c870a614a_placa_1.jpg
PXK-0480-4-_jpg.rf.ee1b6911a111f312aee5c81f293227ad.jpg,placa,0.8336048126220703,196,313,463,434,PXK-0480-4-_jpg.rf.ee1b6911a111f312aee5c81f293227ad_placa_1.jpg
545_jpg.rf.d292197ebf7156038d4139dda30fbc91.jpg,placa,0.9107187986373901,339,387,411,430,545_jpg.rf.d292197ebf7156038d4139dda30fbc91_placa_1.jpg
124_jpg.rf.29c85209c603266fbca3315c6da018c7.jpg,placa,0.8688878417015076,351,341,427,381,124_jpg.rf.29c85209c603266fbca3315c6da018c7_placa_1.jpg
822_jpg.rf.f7ac3650c2dee93d2b8f49ba43b9a2c4.jpg,placa,0.9354029893875122,216,302,286,369,822_jpg.rf.f7ac3650c2dee93d2b8f49ba43b9a2c4_placa_1.jpg
KYU-3725_jpg.rf.b7aef720bd311f286e693400df50cff7.jpg,placa,0.8119542598724365,225,425,474,620,KYU-3725_jpg.rf.b7aef720bd311f286e693400df50cff7_placa_1.jpg
LRL-9445_jpg.rf.2cdbc408541c718da376b4ec540fdde4.jpg,placa,0.79194176197052,205,366,410,503,LRL-9445_jpg.rf.2cdbc408541c718da376b4ec540fdde4_placa_1.jpg
KVW-6586_JPG.rf.08f6cacec46a32dd652473d05316f71d.jpg,placa,0.7563006281852722,110,95,315,331,KVW-6586_JPG.rf.08f6cacec46a32dd652473d05316f71d_placa_1.jpg
356_jpg.rf.8ba38bb6d8d3fdaf452fa5aa337fb3ec.jpg,placa,0.889394223690033,368,396,416,426,356_jpg.rf.8ba38bb6d8d3fdaf452fa5aa337fb3ec_placa_1.jpg
993_jpg.rf.7cb0a8a2d46df318eef01edcdb20ebe3.jpg,placa,0.9360765814781189,213,218,283,280,993_jpg.rf.7cb0a8a2d46df318eef01edcdb20ebe3_placa_1.jpg
LLW-1768_jpg.rf.36555490bf730bff552b55b2d60acbd4.jpg,placa,0.767656147480011,186,125,327,242,LLW-1768_jpg.rf.36555490bf730bff552b55b2d60acbd4_placa_1.jpg
HGO-8556_jpg.rf.7dd91c658a107faf36002e2f1c64c149.jpg,placa,0.7851274609565735,69,79,398,296,HGO-8556_jpg.rf.7dd91c658a107faf36002e2f1c64c149_placa_1.jpg
EUL-0433_jpg.rf.5c75ac1b0e25e824ed63d3f9e43301a9.jpg,placa,0.8335413932800293,199,222,441,429,EUL-0433_jpg.rf.5c75ac1b0e25e824ed63d3f9e43301a9_placa_1.jpg
treino-340-_jpg.rf.d38f688210da847124c567032c57bc59.jpg,placa,0.8768553137779236,263,427,401,497,treino-340-_jpg.rf.d38f688210da847124c567032c57bc59_placa_1.jpg
698_jpg.rf.507a6ba85490011c31534983c9a2aa79.jpg,placa,0.9039260149002075,264,178,334,228,698_jpg.rf.507a6ba85490011c31534983c9a2aa79_placa_1.jpg
DSQ-6618_jpg.rf.03cd3a008be51149cea5336d83e69c0b.jpg,placa,0.8327667713165283,92,231,226,291,DSQ-6618_jpg.rf.03cd3a008be51149cea5336d83e69c0b_placa_1.jpg
KXK-5970-2-_jpg.rf.600da943646d07582b12cf90b3146d53.jpg,placa,0.8821046352386475,128,370,492,591,KXK-5970-2-_jpg.rf.600da943646d07582b12cf90b3146d53_placa_1.jpg
LRL-9445_jpg.rf.879255b6bed511c1009beba3b0437bbe.jpg,placa,0.840218186378479,134,242,266,325,LRL-9445_jpg.rf.879255b6bed511c1009beba3b0437bbe_placa_1.jpg
590_jpg.rf.98184690557d249ef8cb7db0d0f4e0af.jpg,placa,0.8884618282318115,429,392,462,415,590_jpg.rf.98184690557d249ef8cb7db0d0f4e0af_placa_1.jpg
579_jpg.rf.485737f0ea648ee36af67e20034cf249.jpg,placa,0.8439347147941589,359,383,411,412,579_jpg.rf.485737f0ea648ee36af67e20034cf249_placa_1.jpg
LMD-8307_jpg.rf.2064d767d5a3f9cf078b2872134b4caf.jpg,placa,0.7114706039428711,97,162,242,302,LMD-8307_jpg.rf.2064d767d5a3f9cf078b2872134b4caf_placa_1.jpg
KRY-2202--2-_jpg.rf.ba7ba042b8f0faaf6728633564b17117.jpg,placa,0.8284480571746826,97,293,333,384,KRY-2202--2-_jpg.rf.ba7ba042b8f0faaf6728633564b17117_placa_1.jpg
ASA2243_motorcycle_20240725130242029_jpg.rf.1e657a1d2d95b2cba5e89e8b6cf0ce0a.jpg,placa,0.6960082054138184,7,114,39,145,ASA2243_motorcycle_20240725130242029_jpg.rf.1e657a1d2d95b2cba5e89e8b6cf0ce0a_placa_1.jpg
576_jpg.rf.1a5f0f71cee3e44a684d6907c4ee0e4e.jpg,placa,0.8605870008468628,336,383,394,418,576_jpg.rf.1a5f0f71cee3e44a684d6907c4ee0e4e_placa_1.jpg
LPL-7565_JPG.rf.5f6ab0bb5e59db1f908ea0e1dd189a50.jpg,placa,0.6664263010025024,86,62,317,337,LPL-7565_JPG.rf.5f6ab0bb5e59db1f908ea0e1dd189a50_placa_1.jpg
161_jpg.rf.2d8fabdf5003a978bc736298923b3ac4.jpg,placa,0.8795875310897827,345,255,410,293,161_jpg.rf.2d8fabdf5003a978bc736298923b3ac4_placa_1.jpg
FOC0880_sedan_20240727130220875_jpg.rf.7e70c8444fc79dadc60a7e9a86af7696.jpg,placa,0.8841041922569275,54,140,97,155,FOC0880_sedan_20240727130220875_jpg.rf.7e70c8444fc79dadc60a7e9a86af7696_placa_1.jpg
317_jpg.rf.72bd36f032a523ed6cf6c2578f003d7f.jpg,placa,0.8857061266899109,451,308,497,334,317_jpg.rf.72bd36f032a523ed6cf6c2578f003d7f_placa_1.jpg
91_jpg.rf.f0dfe0ac1c05cdf2adbed2fb70923c35.jpg,placa,0.8524321913719177,472,297,504,317,91_jpg.rf.f0dfe0ac1c05cdf2adbed2fb70923c35_placa_1.jpg
449_jpg.rf.7497ffd56036fd2097b7cff82bd911ae.jpg,placa,0.8741915225982666,380,362,434,399,449_jpg.rf.7497ffd56036fd2097b7cff82bd911ae_placa_1.jpg
treino-72-_jpg.rf.25625c0cc1042161069aed679d05e48d.jpg,placa,0.8290672898292542,260,393,348,432,treino-72-_jpg.rf.25625c0cc1042161069aed679d05e48d_placa_1.jpg
336_jpg.rf.18c7a95b47cddec452030b3a87a3d6d5.jpg,placa,0.9077371954917908,434,319,482,348,336_jpg.rf.18c7a95b47cddec452030b3a87a3d6d5_placa_1.jpg
209_jpg.rf.d701781655bc81d9dc59fd4cf75fa54d.jpg,placa,0.9056423902511597,233,317,313,368,209_jpg.rf.d701781655bc81d9dc59fd4cf75fa54d_placa_1.jpg
treino-233-_jpg.rf.fc7653915b3958797d1c878fedb30184.jpg,placa,0.884552001953125,284,375,433,445,treino-233-_jpg.rf.fc7653915b3958797d1c878fedb30184_placa_1.jpg
928_jpg.rf.3fb2feffb4ce848212e25b77876adc7c.jpg,placa,0.8730605840682983,488,400,520,458,928_jpg.rf.3fb2feffb4ce848212e25b77876adc7c_placa_1.jpg
1089_jpg.rf.97886eaf878c209ed112b02d8d12ec5f.jpg,placa,0.8352519869804382,433,311,460,331,1089_jpg.rf.97886eaf878c209ed112b02d8d12ec5f_placa_1.jpg
KRF-8133_jpg.rf.4995b7bbacf26948c894346c0b086026.jpg,placa,0.8121932744979858,93,165,327,331,KRF-8133_jpg.rf.4995b7bbacf26948c894346c0b086026_placa_1.jpg
KXF-1868_jpg.rf.dc7a587938dbf7c2b7725cabf8417b53.jpg,placa,0.8138694167137146,272,302,495,483,KXF-1868_jpg.rf.dc7a587938dbf7c2b7725cabf8417b53_placa_1.jpg
674_jpg.rf.315921a16f1c4c7109aac9b96c4c0fd3.jpg,placa,0.9253992438316345,128,416,188,505,674_jpg.rf.315921a16f1c4c7109aac9b96c4c0fd3_placa_1.jpg
KND-5908_jpg.rf.59f1391873dd7433dc492e2fdc2fc85f.jpg,placa,0.7968399524688721,82,380,292,564,KND-5908_jpg.rf.59f1391873dd7433dc492e2fdc2fc85f_placa_1.jpg
1027_jpg.rf.889b663e22b4297e1576e46b2ae3ab01.jpg,placa,0.9277311563491821,212,360,289,435,1027_jpg.rf.889b663e22b4297e1576e46b2ae3ab01_placa_1.jpg
ALE-8602_jpg.rf.514f30c88b0da6b9a179bd6899f638fa.jpg,placa,0.7006088495254517,65,283,184,384,ALE-8602_jpg.rf.514f30c88b0da6b9a179bd6899f638fa_placa_1.jpg
505_jpg.rf.97ac2e673ec1110317dad51e5bfa1339.jpg,placa,0.836810290813446,348,347,410,382,505_jpg.rf.97ac2e673ec1110317dad51e5bfa1339_placa_1.jpg
EZV-8086_jpg.rf.d9381261992fb45b3a907f86de8f1e62.jpg,placa,0.7912055253982544,304,210,492,430,EZV-8086_jpg.rf.d9381261992fb45b3a907f86de8f1e62_placa_1.jpg
EUC-8989_jpg.rf.340f556223faa9f3dba04ff9db159c41.jpg,placa,0.7778011560440063,112,344,316,503,EUC-8989_jpg.rf.340f556223faa9f3dba04ff9db159c41_placa_1.jpg
treino-193-_jpg.rf.71a2b2ed5fd8e765516f0f9e70bcf8cd.jpg,placa,0.8955807685852051,295,401,399,451,treino-193-_jpg.rf.71a2b2ed5fd8e765516f0f9e70bcf8cd_placa_1.jpg
KWQ-5088--2-_jpg.rf.dcc58c505a17a19c118c5e6499d2a625.jpg,placa,0.8209465146064758,78,260,345,397,KWQ-5088--2-_jpg.rf.dcc58c505a17a19c118c5e6499d2a625_placa_1.jpg
LSG-7882_jpg.rf.4772a7e84d38e31c6329ddd2e7de8b29.jpg,placa,0.8613731265068054,119,180,415,395,LSG-7882_jpg.rf.4772a7e84d38e31c6329ddd2e7de8b29_placa_1.jpg
treino-48-_jpg.rf.e54ce1a46f245f557dfef6369e4fea0c.jpg,placa,0.9205256700515747,222,430,374,507,treino-48-_jpg.rf.e54ce1a46f245f557dfef6369e4fea0c_placa_1.jpg
1064_jpg.rf.a67834172d9406c420abe6cfc62acf91.jpg,placa,0.8916558027267456,228,272,308,330,1064_jpg.rf.a67834172d9406c420abe6cfc62acf91_placa_1.jpg
430_jpg.rf.c3d9185b6397640091c2f0336fe1465a.jpg,placa,0.8879798650741577,452,299,484,319,430_jpg.rf.c3d9185b6397640091c2f0336fe1465a_placa_1.jpg
211_jpg.rf.b7ea5e324b14cb841d0c06c6599d2759.jpg,placa,0.8689762353897095,325,382,390,422,211_jpg.rf.b7ea5e324b14cb841d0c06c6599d2759_placa_1.jpg
LQG-4815_jpg.rf.56341c9b1d14d9cdfb488e7e1ce4f1d3.jpg,placa,0.7689514756202698,183,400,360,584,LQG-4815_jpg.rf.56341c9b1d14d9cdfb488e7e1ce4f1d3_placa_1.jpg
treino-435-_jpg.rf.0c7a4142d9b977fe1f3f62650521eabe.jpg,placa,0.897602915763855,251,417,366,472,treino-435-_jpg.rf.0c7a4142d9b977fe1f3f62650521eabe_placa_1.jpg
treino-341-_jpg.rf.28f80bb66a07e4e30e9c81f1bf4df18d.jpg,placa,0.8840705752372742,287,412,365,452,treino-341-_jpg.rf.28f80bb66a07e4e30e9c81f1bf4df18d_placa_1.jpg
treino-341-_jpg.rf.28f80bb66a07e4e30e9c81f1bf4df18d.jpg,placa,0.773838222026825,545,271,573,288,treino-341-_jpg.rf.28f80bb66a07e4e30e9c81f1bf4df18d_placa_2.jpg
KVT-6195_jpg.rf.8059daa88666ee2ae6fbc5929ee2a68e.jpg,placa,0.8707464933395386,72,176,255,345,KVT-6195_jpg.rf.8059daa88666ee2ae6fbc5929ee2a68e_placa_1.jpg
PXK-0457--6-_jpg.rf.6ae2a2c744399231961660c8e7b77c8f.jpg,placa,0.7409347891807556,95,241,250,319,PXK-0457--6-_jpg.rf.6ae2a2c744399231961660c8e7b77c8f_placa_1.jpg
927_jpg.rf.27d8b3c0c846d839e40022da042ce9a7.jpg,placa,0.9259427785873413,186,218,249,281,927_jpg.rf.27d8b3c0c846d839e40022da042ce9a7_placa_1.jpg
LQK-6420_jpg.rf.f8ea6c58721127bd78d72b54c9ef8b58.jpg,placa,0.8154128789901733,190,352,402,491,LQK-6420_jpg.rf.f8ea6c58721127bd78d72b54c9ef8b58_placa_1.jpg
treino-390-_jpg.rf.77db107d83490381ef99638f0c390b15.jpg,placa,0.8627818822860718,243,384,407,458,treino-390-_jpg.rf.77db107d83490381ef99638f0c390b15_placa_1.jpg
417_jpg.rf.59ea29ecb417fe1981d1c6dd9581cbed.jpg,placa,0.9123352766036987,173,315,251,366,417_jpg.rf.59ea29ecb417fe1981d1c6dd9581cbed_placa_1.jpg
KXQ-4386_JPG_jpg.rf.5238999ece432e2f4607d00041daa5ca.jpg,placa,0.6456005573272705,262,127,599,516,KXQ-4386_JPG_jpg.rf.5238999ece432e2f4607d00041daa5ca_placa_1.jpg
PXJ-8256_jpg.rf.0d871520b1b36061dafac4d8907f202f.jpg,placa,0.825978696346283,197,418,472,542,PXJ-8256_jpg.rf.0d871520b1b36061dafac4d8907f202f_placa_1.jpg
treino-300-_jpg.rf.718ffb41e8e9e7be3825e0d1b0a4572b.jpg,placa,0.8378273248672485,265,503,411,564,treino-300-_jpg.rf.718ffb41e8e9e7be3825e0d1b0a4572b_placa_1.jpg
401_jpg.rf.a97a60ea43bb4810f04fbbb12c98d838.jpg,placa,0.8803619146347046,254,325,301,356,401_jpg.rf.a97a60ea43bb4810f04fbbb12c98d838_placa_1.jpg
treino-261-_jpg.rf.c6aa6366c05fca91387386879970c469.jpg,placa,0.9002169966697693,274,489,395,544,treino-261-_jpg.rf.c6aa6366c05fca91387386879970c469_placa_1.jpg
KXM-0416_jpg.rf.4d01eab80b78114122dbede8c593aad6.jpg,placa,0.8341275453567505,184,434,445,579,KXM-0416_jpg.rf.4d01eab80b78114122dbede8c593aad6_placa_1.jpg
PXJ-8264--4-_jpg.rf.84888a7847277ccef7943ca61c7b3e3f.jpg,placa,0.7718746662139893,182,227,290,317,PXJ-8264--4-_jpg.rf.84888a7847277ccef7943ca61c7b3e3f_placa_1.jpg
PXJ-8256-2-_jpg.rf.62fb3facba34b463d361b33fd1aa4020.jpg,placa,0.8277377486228943,276,355,433,482,PXJ-8256-2-_jpg.rf.62fb3facba34b463d361b33fd1aa4020_placa_1.jpg
891_jpg.rf.fa397866b0bc80267258ac1f8eca2361.jpg,placa,0.9229546189308167,351,385,391,424,891_jpg.rf.fa397866b0bc80267258ac1f8eca2361_placa_1.jpg
720_jpg.rf.3860e7e5b7660fe939e0718b4f3469d8.jpg,placa,0.9312572479248047,263,200,328,257,720_jpg.rf.3860e7e5b7660fe939e0718b4f3469d8_placa_1.jpg
79_jpg.rf.53d2c3a280253ae84d005d1c8d4c9ccb.jpg,placa,0.8779276013374329,311,374,374,411,79_jpg.rf.53d2c3a280253ae84d005d1c8d4c9ccb_placa_1.jpg
LQG-1985_jpg.rf.ba49c636aa57bf413028b8fd23bd6265.jpg,placa,0.8215864300727844,264,340,507,536,LQG-1985_jpg.rf.ba49c636aa57bf413028b8fd23bd6265_placa_1.jpg
